Name,Geoloc,Pinned
Olivet Nazarene University,"41.1545553, -87.8712192",
OneGoal Inc.,"41.8827005, -87.62739169999999",
OneSchool Global,Address not found,
Online Admission Center,Address not found,
Online Workforce College,Address not found,
Ontario Tech University Continuing Professional Education,"43.94564279999999, -78.8967866",
OntarioTech University,"43.94564279999999, -78.8967866",
OpusVi: CommonSpirit Health,"43.6483041, -79.3793707",
Orange County Department of Education,"33.6731273, -117.8810495",
Orange County Schools,"28.4844995, -81.2518833",
Orangeburg County School District,"33.5635155, -81.0754657",
Oregon Charter Academy,"44.7575401, -122.4871182",
Oregon Institute of Technology,"42.25538520000001, -121.7852487",
Osceola County School District,"28.1019838, -81.0754657",
OSDE Connect,Address not found,
Oshkosh Area School District,"43.9920223, -88.57585739999999",
OsloMet - storbyuniversitetet,"59.9198422, 10.7360458",
Our Lady of Fatima University,"14.6778026, 120.9803044",
Oxnard School District,"34.202941, -119.1972048",
Palm Beach Atlantic University,"26.70319, -80.05288449999999",
Palm Beach County Schools,"26.6502498, -80.0937991",
Palo Verde College,"33.6610426, -114.6529049",
Palomar,"-34.6266731, -58.5943604",
Panama Buena Vista Union School District,"35.3262427, -119.1158017",
Panola College,"32.1560799, -94.3564504",
Paradigm Publishing,Address not found,
Paradise Valley Unified District,"33.6537554, -111.9760964",
Park City School District,"40.6687662, -111.4878896",
Park University,"39.191576, -94.6755573",
Pasadena City College,"34.1439461, -118.118761",
Pasadena Independent School District,"29.6638146, -95.2057909",
Pasadena Unified,"34.1972499, -118.1356748",
Pasco County Schools,"28.3232418, -82.4319405",
Pasco-Hernando State College,Address not found,
Paul Quinn College,"32.6788266, -96.7544903",
Pearland,"29.5635666, -95.2860474",
Pearson Accelerated,Address not found,
Pembroke Pines Charter Schools,"26.007765, -80.2962555",
Pender County Schools,"34.5170729, -77.8367282",
Peninsula College,"48.1022666, -123.4124396",
Penn State,"41.2033216, -77.1945247",
Pennridge School District,"40.3878045, -75.2245693",
Pennsbury SD,"40.2186572, -74.8507131",
Pennsylvania Leadership Charter School,"41.2033216, -77.1945247",
Pensacola Christian College,"30.474644, -87.2328309",
Peoria Unified School District,"33.7186108, -112.3099336",
Pepperdine University,"34.0415037, -118.709596",
Per Scholas,"39.2846093, -76.60011279999999",
Peralta Community College District,"37.7923126, -122.2609558",
Perris Union High School District,"33.7254012, -117.1970557",
Piedmont University,"34.5665363, -83.5419975",
Pinellas County Schools,"27.876394, -82.7778579",
Pinnacle Career Institute,"39.3007736, -94.68461599999999",
Pitman Training,Address not found,
Pittsburgh Technical College,"40.4247652, -80.1892232",
Pittsylvania County Schools,"36.7440186, -79.4703885",
PIVO,Address not found,
Placentia Yorba Linda USD,"33.8805566, -117.7959713",
Plano Independent School District,"33.0550676, -96.7279918",
Platt College,"39.6130795, -104.8992351",
Plymouth Marjon,"50.4201217, -4.1100232",
Plymouth-Canton Community Schools,"42.3489405, -83.528342",
Point Loma Nazarene University,"32.7176886, -117.2507349",
Politecnico Grancolombiano,Address not found,
Pontificia Universidad Católica del Perú,"-12.0690919, -77.0782022",
Pontificia Universidad Catolica de Chile,"-33.4413488, -70.6406454",
Portage Learning,"40.7758048, -80.38358319999999",
Porter & Chester Institute,"41.2008897, -73.18808489999999",
Portland State University,"45.5111153, -122.6833385",
Poway Unified School District,"32.9690073, -117.0558707",
Powerpro RTO,"-32.3031396, 115.7081975",
PPS Learning & Credit Options,Address not found,
Prairie View A&M University,"30.0954974, -95.9907076",
Pratt Community College,"37.6548604, -98.7146171",
Pratt Institute,"40.6913844, -73.9629858",
PREPANET,Address not found,
Preston College,"53.7849853, -2.6999175",
Prince George's County Public Schools,"38.78492110000001, -76.8720961",
Prince William County Public Schools,"38.636949, -77.4355494",
Princeton University,"40.3430942, -74.65507389999999",
Protraxx,Address not found,
Providence School District,"41.83023559999999, -71.4180622",
Provo School District,"40.2335349, -111.6669789",
Public Schools of Robeson County,"34.6137738, -78.98719229999999",
PUC Minas,Address not found,
Purdue University,"40.4237054, -86.92119459999999",
Putnam Co School District - FL,"29.6265157, -81.77870209999999",
Putnam County School District,"29.6265157, -81.77870209999999",
QAT Teachstone,"25.354826, 51.183884",
QLD DoE - Primary Canvas Instance,"-22.575197, 144.0847926",
QLD DoE - School Canvas Instance 01,"-22.575197, 144.0847926",
QLD DoE - School Canvas Instance 02,"-22.575197, 144.0847926",
QLD DoE - School Canvas Instance 03,"-22.575197, 144.0847926",
QLD DoE - School Canvas Instance 04,"-22.575197, 144.0847926",
QLD DoE - School Canvas Instance 05,"-22.575197, 144.0847926",
QLD DoE - School Canvas Instance 06,"-22.575197, 144.0847926",
QLD DoE - School Canvas Instance 07,"-22.575197, 144.0847926",
QLD DoE - School Canvas Instance 08,"-22.575197, 144.0847926",
QLD DoE - School Canvas Instance 09,"-22.575197, 144.0847926",
QLD DoE - School Canvas Instance 10,"-22.575197, 144.0847926",
Queen Margaret University,"55.9312846, -3.0730034",
Queen's University Belfast,"54.5844087, -5.9340493",
Quincy College,"42.252449, -71.00349419999999",
Quinnipiac University,"41.4189262, -72.89364929999999",
QUT,"-27.4778241, 153.0274859",
QUT [UAT],"-27.4778241, 153.0274859",
QUT Online,"-27.4778241, 153.0274859",
Rabat,"34.0083637, -6.8538748",
Ramapo College of New Jersey,"41.0815852, -74.17610150000002",
Ramon Magsaysay Memorial Colleges Gensan,"6.1255584, 125.1871936",
Rancho Santiago Community College District,"33.7673604, -117.8681925",
Raoul Wallenbergskolorna,Address not found,
RCSS,Address not found,
Reach Cyber Charter School,"40.2833087, -76.9840487",
Reading Area Community College,"40.3343637, -75.9343947",
Real Estate Certification Program - RECP,"39.7684855, -86.1615194",
Red Oak ISD,"32.5135255, -96.7708138",
Redmond School District 2J,"44.2622566, -121.3066905",
Regent College London,"51.519931, -0.1165533",
Regent University,"36.8007899, -76.1928949",
Region 1 ESC,"26.3106528, -98.18302",
Region 11 Education Service Center,"32.744763, -97.447451",
Region 4 Education Service Center,"29.849583, -95.4984472",
Rehagro Cursos,"-19.9571072, -43.9381591",
Relay Canvas,Address not found,
Remington College,"32.9121075, -96.7329249",
Renton School District,"47.4924832, -122.1964381",
RESC Alliance,"41.7717421, -72.0870199",
Research for Better Teaching,"42.4905319, -71.4277572",
Instituto de Responsabilidade Social Sírio-Libanês (IRSSL),Address not found,
Reykjavik University,"64.1238339, -21.9269375",
Rhode Island School of Design,"41.82708179999999, -71.4092975",
Rice Continuing Studies,"29.7168363, -95.4035531",
Richard Bland College,"37.156913, -77.3948829",
Richard Milburn Academy,Address not found,
Richland Community College,"39.8836113, -88.8939147",
Richland School District,"46.45679, -119.4514827",
Richmond Community Schools,"42.80996, -82.7562895",
Richmond County School System,"33.3205339, -82.08429009999999",
Rider Old,Address not found,
Rider University,"40.2811583, -74.7407633",
Rio Hondo,"26.2353516, -97.5819319",
Rio Rancho Public Schools,"35.2971248, -106.7706458",
Riverside Community College District,"33.9824018, -117.3761024",
Riverside Virtual School,"33.9741149, -117.3745465",
Rivier University,"42.7392791, -71.4540952",
Roanoke City Public Schools,"37.2739476, -79.9416549",
Roanoke County Public Schools,"37.2467123, -80.1205256",
Rockdale County Public Schools,"33.6752492, -84.0378894",
Rockhurst University,"39.0303478, -94.57106739999999",
Rockingham County Schools,"36.4335041, -79.8296743",
Root,"47.11494219999999, 8.390085299999999",
Rose State College,"35.4446054, -97.4137767",
Roseville Joint Union High School District,"38.7660145, -121.3312882",
Ross Education,"42.9863586, -83.75193019999999",
Roswell Independent School District,"33.3953493, -104.5274874",
Round Lake CUSD 116,Address not found,
Rowan-Salisbury School System,"35.6303455, -80.54384499999999",
Royal Melbourne Institute of Technology,"-37.8086263, 144.9642712",
Royal Melbourne Institute of Technology Catalog,"-37.8136276, 144.9630576",
Rutgers University,"40.5017645, -74.44793419999999",
Rutherford County Schools,"35.8219931, -86.5400674",
Södertörns högskola,"59.21936849999999, 17.9434032",
Saïd Business School,"51.7532523, -1.2682701",
Saddleback College,"33.5542768, -117.6640079",
Saddleback Valley Unified School District,"33.6580948, -117.4791295",
SAE Institute - USA,"38.7945952, -106.5348379",
Safe and Equal,Address not found,
Saginaw Valley State University,"43.5142733, -83.9623559",
Saint Louis University - Main Campus,"16.4190055, 120.5971225",
Saint Mary's University of Minnesota,"44.0457784, -91.69563350000001",
Salem-Keizer School District 24J,"44.95540769999999, -123.0225067",
Samenwerken aan Talent,Address not found,
Samford University,"33.4649218, -86.7913423",
Samuel Merritt University,"37.8034436, -122.2736793",
San Antonio Independent School District,"29.4040686, -98.46229869999999",
San Bernardino Community College District,"34.0669907, -117.2737915",
San Bernardino County Superintendent of Schools,"34.1106647, -117.2937661",
San Diego Community College District,"32.7761723, -117.1206559",
San Diego County Office of Education,"32.770023, -117.1795853",
San Diego State University,"32.77641210000001, -117.0719191",
San Dieguito Union High,"33.008321, -117.2440957",
San Francisco State University,"37.7241492, -122.4799405",
San Joaquin Delta College,"37.9953671, -121.3195528",
San Jose / Evergreen Community College District,"37.33485659999999, -121.8911777",
San Juan College,"36.770371, -108.169729",
San Lorenzo Unified,"37.6568698, -122.1405413",
San Marcos Consolidated ISD,"29.8509345, -97.9374948",
San Mateo County Community College District,"37.5312641, -122.3376481",
Sanar,"16.0673309, -16.4295449",
Sanger Unified School District,"36.8050904, -119.464359",
Santa Ana Unified School District,"33.7191995, -117.8663075",
Santa Barbara City College,"34.4052167, -119.698057",
Santa Barbara Unified School District,"34.4337454, -119.7078532",
Santa Fe College,"29.6801986, -82.4339723",
Santa Fe Public Schools,"35.6087524, -106.0640179",
Santa Maria Joint Union High,"34.8284552, -120.2974199",
Santa Monica College,"34.0167898, -118.4709157",
Santa Rosa County School District,"30.7689907, -86.9824288",
Santa Rosa Junior College,"38.4552325, -122.7212677",
Sauk Valley Community College,"41.8197944, -89.5974457",
SBCTC,"47.0347057, -122.8947954",
scarlet.instructure.com,Address not found,
School City of East Chicago,"41.6432633, -87.4703029",
School District of Indian River County,"27.6947732, -80.54384499999999",
School District of Oconee County,"34.74924500000001, -82.99316069999999",
Seattle Colleges,"47.6061389, -122.3328481",
Seattle Pacific University,"47.6491714, -122.3618554",
Seattle University,"47.6091765, -122.3178465",
Seattle University PCE,"47.6091765, -122.3178465",
Seminole County Public Schools,"28.757236, -81.283735",
Seminole State College,"35.248157, -96.70458599999999",
ServiceIQ,"-41.2953357, 174.7730488",
Seton Hall University,"40.7430841, -74.246082",
Seton Hill University,"40.3089241, -79.555889",
SGS Academy,"-12.1276769, -77.0239047",
Shakopee Public School District,"44.74026749999999, -93.5205641",
Shawnee Mission Public School,"38.99720790000001, -94.70706159999999",
SHCG,"50.85095099999999, -1.2004051",
Shelby County Schools,"35.2586526, -89.81303559999999",
Shenandoah University,"39.16666920000001, -78.15881470000001",
Shenandoah University Organizations,"39.16666920000001, -78.15881470000001",
Shoreline Public Schools,"47.7544646, -122.3390117",
Sierra College,"38.7909585, -121.2108548",
Siglo 21,Address not found,
SIM,Address not found,
Simon Fraser University,"49.27908859999999, -122.9201795",
Sinclair Community College,"39.7572689, -84.1993987",
Singapore College of Insurance,"1.2955983, 103.8589345",
Sioux City Community School District,"42.4941571, -96.4022925",
Sioux Falls School District,"43.5739549, -96.7279918",
SIU online,"37.7100209, -89.2225941",
SLU,"47.6245912, -122.3343367",
Snohomish School District 201,"47.9319433, -122.0985579",
South Orange County Community College District,"33.5550384, -117.6635131",
Somerset Academy,"26.0182078, -80.4259743",
Sonoran Desert Institute,"33.4204178, -111.9640929",
Sotheby's Institute of Art Canvas,"51.51863849999999, -0.1312174",
South Bend Community School Corporation,"41.661354, -86.2970998",
South Dakota Board of Regents,"44.3677721, -100.348512",
South Dakota Department of Education,"44.3719243, -100.3405139",
South Orange Maplewood School District,"40.7411877, -74.2707509",
South Piedmont Community College,"35.0005389, -80.2113778",
South West College,"54.64734199999999, -6.7482112",
Southeast Polk Community School District,"41.5710447, -93.3993751",
Southeastern Oklahoma State University,"34.0056034, -96.3781707",
Southern Baptist Theological Seminary,"38.2482681, -85.6860198",
Southern California University of Health Sciences,"33.9242881, -117.9827051",
Southern Oklahoma Technology Center,"34.1866607, -97.0829443",
Southern Public Schools,"40.1606047, -96.62106109999999",
Southern Regional College,"54.351609, -6.6527984",
